lastweek,predicted
9680.0,8938.8
4680.0,5981.4
12680.0,14680.0
11040.0,11591.0
8720.0,7999.0
6340.0,4188.4
3340.0,10735.8
9040.0,10109.0
7200.0,9795.2
16770.0,12953.1
2580.0,2852.2
11860.0,10470.2
7140.0,7320.8
10700.0,10268.28
6500.0,10311.47
6080.0,17997.8
13820.0,6595.4
13980.0,18715.4
10540.0,7263.6
19020.0,23875.2
3960.0,4040.4
10620.0,7051.6
4880.0,5475.6
660.0,745.6
20980.0,11992.8
23600.0,16201.6
8080.0,11855.8
2920.0,3051.2
9120.0,5709.4
5380.0,8414.8
5020.0,10608.6
13834.0,12268.48
4160.0,3803.2
23980.0,21865.3
13180.0,9702.8
19520.0,15619.4
6360.0,7262.0
1840.0,6061.6
4000.0,4238.4
9520.0,16008.6
21080.0,21784.6
12360.0,13016.6
17720.0,17993.4
80.0,571.3
260.0,444.5
9680.0,15318.7
1420.0,8672.0
6180.0,9519.2
7220.0,9159.6
6420.0,5054.8
19360.0,20146.4
6060.0,9736.2
11860.0,15412.00125
5880.0,6051.8
16080.0,17565.2
11740.0,8675.0
12720.0,13931.0
8100.0,9471.5
10820.0,15396.8
6020.0,10744.2
14740.0,20406.6
9160.0,12584.8
13320.0,8828.0
7320.0,12192.2
8500.0,10098.0
12840.0,9949.4
12580.0,7760.6
8460.0,10200.2
6680.0,5933.0
1960.0,12679.4
9800.0,9165.0
8020.0,9670.4
5720.0,4156.2
12080.0,8897.6
6140.0,8516.6
5500.0,5483.4
13180.0,9177.35
13820.0,11708.0
24040.0,21605.0
7760.0,5953.2
12220.0,15881.4
11080.0,10970.4
1640.0,9778.4
13180.0,9740.8
8820.0,7748.2
3320.0,2612.8
19120.0,14580.4
2820.0,6655.2
6000.0,5749.8
26220.0,20546.2
17760.0,18921.6
5520.0,6834.8
5220.0,3974.8
6600.0,11656.2
7000.0,12573.4
2560.0,9070.4
10120.0,17827.2
12980.0,10446.4
22940.0,16254.4
19480.0,16973.4
13260.0,19519.8
5500.0,5695.0
13600.0,14519.0
16540.0,10518.2
11660.0,10517.4
4300.0,12673.8
4880.0,5480.2
7100.0,14817.2
17040.0,12248.1
8140.0,20257.6
8980.0,12139.0
9500.0,10564.41
7400.0,11303.4
14740.0,10984.0
12200.0,10820.04
1060.0,1464.4
23200.0,23849.0
17260.0,21386.0
4000.0,7348.0
9740.0,10583.6
11880.0,7831.2
20540.0,11892.8
10540.0,7285.8
11040.0,7754.0
5060.0,14388.6
5500.0,5577.6
15220.0,12162.6
19820.0,15459.8
11080.0,13852.9
4000.0,4006.8
6260.0,16442.6
12520.0,8508.4
3340.0,5087.2
11500.0,11112.8
10040.0,10968.0
23200.0,19761.6
11940.0,11607.15
7560.0,12038.4
9020.0,11035.4
10040.0,8326.0
11100.0,9854.2
3080.0,3078.8
4220.0,13383.0
25020.0,21800.4
2000.0,650.6
17320.0,14076.8
11040.0,21341.8
1460.0,5194.6
23060.0,17208.8
6280.0,5035.2
18560.0,23624.0
13140.0,8107.6
13740.0,11979.6
7520.0,8859.6
6800.0,19702.8
18680.0,15089.0
12220.0,11489.2
15000.0,12630.6
4880.0,5229.6
21320.0,16977.7
31040.0,22184.0
820.0,1178.2
16880.0,14411.3
19360.0,18410.2
12920.0,11828.78
16860.0,10168.5
10890.0,14900.1
21440.0,22789.4
21760.0,18930.8
23520.0,22531.0
4160.0,4724.2
4300.0,11087.7
5600.0,6994.2
17320.0,15263.4
21880.0,16290.4
13660.0,12030.8
4980.0,4624.6
6300.0,9016.8
13520.0,6994.4
14360.0,14854.0
13520.0,12323.28
17140.0,23212.4
18200.0,19079.2
25700.0,18683.0
5660.0,13408.6
6440.0,4707.6
20380.0,19330.6
26700.0,18141.6
17860.0,19561.4
7080.0,5352.2
10500.0,11021.4
15360.0,13848.6
12600.0,8244.2
4320.0,5314.8
13840.0,10978.0
5500.0,4949.2
9380.0,10048.8
13080.0,16388.8
11300.0,10946.08
5060.0,8636.2
5020.0,2772.4
21700.0,12063.2
13960.0,11143.73
860.0,5081.2
12240.0,14569.4
5200.0,6922.6
15500.0,10428.2
18020.0,21171.8
23540.0,21343.4
27560.0,15152.4
3700.0,4831.8
9300.0,9238.0
10360.0,10712.0
13500.0,10944.6
9820.0,10198.7
240.0,990.2
10920.0,5727.2
7460.0,12144.84
12060.0,10676.8
9080.0,10483.4
17380.0,16394.08
19940.0,18412.0
2880.0,6428.8
14880.0,11902.0
8140.0,14497.6
8880.0,10998.0
23100.0,21364.4
21340.0,22725.6
6780.0,5186.8
6700.0,4816.0
22020.0,18047.20298
12120.0,13739.0
24820.0,18119.2
19220.0,19392.0
11880.0,6924.2
23860.0,21402.0
19040.0,12168.8
14420.0,14147.2
13820.0,19002.2
2440.0,5876.4
20680.0,21305.0
12480.0,12036.4
9300.0,7986.4
17840.0,12177.22
7280.0,3701.0
13520.0,15259.0
2720.0,4038.25
5020.0,2472.4
17280.0,16437.0
5900.0,6630.0
11860.0,20055.8
23080.0,19498.0
9980.0,5260.0
700.0,2487.6
17300.0,17049.4
18000.0,18515.8
5940.0,4755.6
18200.0,13468.0
6260.0,10637.8
11380.0,10849.8
20180.0,13593.2
2000.0,22229.8
19300.0,18348.4
21840.0,20589.4
15800.0,15662.6
12060.0,17696.6
12660.0,4839.6
12060.0,26391.2
16580.0,15453.0
24020.0,26115.4
3700.0,4018.6
6700.0,18151.8
10500.0,10982.74
13200.0,16139.8
10640.0,8499.4
16080.0,16744.2
13340.0,17635.4
10640.0,8872.63
12040.0,12436.4
11860.0,9209.0
14200.0,11370.54
16740.0,19192.8
13860.0,15890.8
14740.0,14898.2
2180.0,8849.6
6080.0,3774.4
17580.0,13983.8
4660.0,18459.4
5640.0,4081.8
10460.0,20399.2
5940.0,10551.4
5800.0,8435.6
4720.0,9573.66
3040.0,6465.2
9560.0,21682.4
3000.0,3102.0
7100.0,8903.8
8820.0,15301.6
20680.0,20329.8
7540.0,7039.4
15520.0,10436.2
8320.0,8503.6
1760.0,2389.8
12040.0,8240.4
25100.0,23408.2
2040.0,3075.8
18600.0,24408.0
19720.0,14568.0
13760.0,20415.0
14740.0,8201.43
27560.0,19582.0
19477.0,12075.0
14760.0,12391.5
20880.0,22000.0
22560.0,19969.8
12760.0,11384.61
5900.0,8187.6
22880.0,20959.0
22600.0,15139.4
11860.0,8771.4
5480.0,4788.8
15100.0,14027.0
6340.0,3526.4
5020.0,3032.2
5600.0,9024.0
15060.0,15956.6
27200.0,13040.8
15740.0,15685.8
22440.0,19249.0
15840.0,20220.2
6960.0,9777.0
7620.0,7264.6
14900.0,12744.8
8860.0,10753.0
6860.0,9045.2
3300.0,3415.4
4900.0,5062.2
6360.0,8279.2
15580.0,14674.6
21900.0,20963.6
5500.0,8941.4
4600.0,3760.0
11540.0,15768.4
19020.0,14810.3
20720.0,16852.6
21860.0,15846.0
8880.0,9373.0
4140.0,13307.6
5920.0,5433.8
8040.0,10647.21
14520.0,14156.0
9900.0,8529.0
1320.0,5056.6
11380.0,10753.4
23640.0,17715.0
4500.0,6384.4
28380.0,23722.8
4620.0,4266.4
14500.0,17299.8
8100.0,6672.6
11400.0,10909.6
12560.0,14475.8
18040.0,24632.0
5640.0,4379.4
26160.0,21433.4
4900.0,5962.0
17180.0,10858.6
21060.0,19167.0
16820.0,21460.2
12940.0,7327.6
14060.0,9944.0
13700.0,16025.6
16640.0,12635.08
8920.0,8040.6
23380.0,18081.0
5520.0,17210.2
19500.0,20721.8
12580.0,10022.2
102680.0,10777.2
14800.0,17015.2
7080.0,5318.8
7120.0,17072.8
20060.0,11364.88
4440.0,3864.8
21820.0,17560.4
17680.0,12573.6
7440.0,9285.6
26540.0,24036.6
7780.0,5208.8
26240.0,17488.6
1044.0,1130.33
10680.0,14811.6
7700.0,9960.3
20200.0,14756.2
6920.0,16052.8
8820.0,11434.0
22160.0,20796.8
24640.0,22126.4
12840.0,11129.72
1780.0,4179.87
11760.0,10107.4
12040.0,11497.4
7760.0,10525.89
19830.0,19425.6
120.0,251.8
19720.0,19787.8
5380.0,5915.8
40.0,133.6
11580.0,8150.6
3520.0,11245.8
11660.0,9697.4
14720.0,13038.0
3380.0,6108.8
21140.0,14353.6
6820.0,8291.2
11320.0,22104.8
320.0,115.6
19280.0,20409.6
21800.0,16926.0
5300.0,4765.34
7680.0,7174.8
15620.0,11505.6
5730.0,5960.6
12960.0,10628.33
26600.0,16922.2
23660.0,24087.8
12500.0,14505.1
1960.0,2375.8
16780.0,10074.8
11140.0,6714.0
12540.0,15784.6
10540.0,16411.2
9580.0,11297.8
20440.0,16254.2
8440.0,12392.8
9360.0,11179.4
25900.0,22118.4
5130.0,6361.2
10080.0,18082.6
3420.0,2806.6
18160.0,20086.2
9860.0,11800.9
13680.0,9430.0
14080.0,12559.8
5100.0,7529.2
22580.0,20885.6
11380.0,10449.8
10140.0,6654.4
7340.0,13246.0
10320.0,9551.2
20680.0,16225.8
12660.0,10318.6
20500.0,13337.8
16940.0,18965.4
6120.0,20218.0
11960.0,8201.6
13900.0,10562.6
19760.0,15499.4
5100.0,4109.0
9540.0,14294.2
15500.0,11554.5
16820.0,12457.0
20400.0,22071.4
3380.0,6908.8
18800.0,11873.0
12540.0,13738.0
24520.0,17829.8
2280.0,4391.4
10540.0,7464.0
2020.0,3274.8
20980.0,23608.2
2200.0,4684.6
26860.0,12684.4
7520.0,10281.2
17580.0,16863.2
10400.0,10124.6
9600.0,10629.4
4580.0,6050.6
5720.0,5269.88
3780.0,7345.0
17140.0,24258.2
14460.0,9823.6
4200.0,6777.8
7520.0,4563.4
10400.0,8339.2
27980.0,22823.37
18480.0,20238.0
11900.0,9537.2
7880.0,5791.6
18860.0,15692.8
8300.0,8420.8
22260.0,8478.8
4760.0,9588.8
8020.0,7037.6
7740.0,7550.8
7680.0,16445.4
11880.0,11135.26
9780.0,15469.4
12100.0,8167.0
15000.0,13450.8
2440.0,3848.8
12060.0,9144.0
9080.0,14139.6
21960.0,22765.6
19720.0,18373.6
23940.0,18068.4
1100.0,6531.6
5200.0,5502.2
14180.0,14636.6
11560.0,8688.8
13620.0,14460.8
5160.0,9075.0
14360.0,13328.0
21960.0,16115.0
8100.0,9771.5
8100.0,13489.7
5340.0,9676.4
6660.0,12374.2
15020.0,13118.0
4920.0,7237.8
14540.0,10922.2
8620.0,18135.6
11040.0,11496.2
9160.0,8557.2
9920.0,11836.2
1060.0,4893.8
16900.0,18359.8
7400.0,8121.4
3480.0,5893.0
100.0,336.4
16280.0,13380.6
7360.0,14976.8
25780.0,13337.4
22280.0,24221.8
7320.0,11902.0
3600.0,4024.0
20240.0,15897.6
2820.0,8505.0
4000.0,3182.4
3840.0,4460.0
3740.0,4061.6
4420.0,10963.82
13580.0,12876.8
16880.0,17657.0
15720.0,20502.6
9460.0,8902.0
15860.0,11327.2
13620.0,9435.74
4020.0,11133.8
22040.0,17613.2
15760.0,7218.0
8800.0,6025.4
4940.0,8314.4
4280.0,3331.6
13000.0,15103.0
16880.0,7779.8
16500.0,17992.8
17480.0,14784.4
7280.0,10719.4
6660.0,11340.8
26640.0,17399.2
11880.0,7557.8
3020.0,20447.2
19700.0,17890.4
17440.0,21383.6
11880.0,11208.4
5860.0,5722.6
4200.0,6269.8
23760.0,21739.6
1940.0,8510.4
11180.0,16892.2
12380.0,8076.0
13560.0,12933.2
2900.0,2819.4
11940.0,10059.8
15300.0,13221.6
5980.0,13424.33
5680.0,5657.0
11020.0,10799.6
20880.0,15507.4
16200.0,11545.7
4880.0,5011.6
7120.0,7522.2
5300.0,7152.4
4040.0,2888.0
8560.0,12197.4
13540.0,18015.9
18140.0,16364.2
16000.0,21672.2
7800.0,11141.0
4960.0,19162.8
16200.0,12499.2
22320.0,20742.8
340.0,914.6
5100.0,4887.2
11840.0,18011.0
19120.0,16538.4
3040.0,9262.6
17120.0,19406.0
1460.0,713.0
10200.0,10412.0
13940.0,11834.8
18060.0,19993.6
16500.0,15160.7
760.0,1056.4
6240.0,12021.6
20580.0,16863.8
12620.0,20072.2
6580.0,11071.73
16300.0,8467.9
26920.0,20337.8
11720.0,8154.4
1200.0,19753.0
7600.0,15186.2
5340.0,6724.6
15100.0,8491.0
22080.0,21053.8
3480.0,2606.0
1980.0,1344.8
11880.0,9713.0
10400.0,21047.2
9160.0,11379.54
13160.0,16789.9
10720.0,6750.2
22160.0,12099.8
7060.0,8522.4
4080.0,5739.0
8220.0,9915.6
14620.0,18223.6
9240.0,4643.0
3000.0,7551.8
26820.0,23241.0
18480.0,17600.6
10500.0,8061.2
7060.0,6548.2
5880.0,12196.6
5820.0,9158.4
7700.0,11601.4
17280.0,10455.8
15180.0,12311.6
8620.0,7096.6
1700.0,10365.4
11673.0,8736.38
1820.0,17945.8
5240.0,6489.4
13640.0,7204.8
4220.0,11727.0
10720.0,8831.2
1420.0,1548.2
7680.0,12248.0
10360.0,13822.8
6280.0,9711.8
8740.0,8126.8
12040.0,9712.0
5380.0,4174.0
9700.0,17455.0
10260.0,5824.8
6120.0,5319.0
2380.0,7416.4
25780.0,20911.6
23800.0,20781.4
11240.0,6055.4
3700.0,24068.4
9020.0,10823.0
6980.0,11220.6
12040.0,13230.8
4640.0,5425.2
15660.0,15099.4
19260.0,16491.8
9680.0,8727.0
9360.0,9007.58
10980.0,14009.5
13080.0,9716.3
15120.0,16108.8
5040.0,10817.4
12180.0,10945.8
11400.0,7559.2
3780.0,8000.8
12760.0,10781.2
3760.0,2658.8
6480.0,6451.6
12180.0,15318.0
31620.0,23074.4
5160.0,4559.4
11920.0,11072.06
13460.0,10019.8
20840.0,17802.0
5660.0,2976.4
11320.0,10564.2
7380.0,7638.0
20700.0,18318.6
14360.0,15936.4
22580.0,20341.4
20200.0,22042.6
11040.0,10851.4
11400.0,11482.6
2920.0,5717.0
11320.0,11326.0
12280.0,7652.6
4320.0,4651.8
3880.0,19110.0
31940.0,22274.6
23180.0,23322.2
7520.0,8328.4
3940.0,3279.2
26980.0,21788.6
10020.0,9040.0
23400.0,19737.3
7940.0,13896.2
9380.0,17217.2
11260.0,9923.4
19360.0,12912.8
9520.0,7845.2
13040.0,10477.0
6480.0,9230.0
25200.0,23982.0
1120.0,2967.0
16960.0,10639.2
18520.0,17613.0
8140.0,7967.6
15760.0,16126.8
11200.0,23549.2
5360.0,8436.0
10440.0,11831.6
19700.0,12564.6
4180.0,3752.4
15920.0,16133.3
12280.0,10556.06
11320.0,11626.6
15140.0,15626.2
13060.0,14749.2
16060.0,11774.8
11160.0,10693.6
9800.0,14540.2
24280.0,21052.0
560.0,2665.55
2560.0,2774.4
11280.0,9749.6
12320.0,16314.6
6720.0,5827.0
19060.0,13895.6
200.0,334.0
9340.0,23061.2
4580.0,5760.8
14120.0,8220.2
16700.0,11836.16
16200.0,15458.8
3640.0,3711.0
10160.0,12468.8
4800.0,3780.2
3900.0,3844.4
11440.0,16496.8
2480.0,2203.8
11320.0,11041.2
12080.0,11496.76
24140.0,23518.0
13600.0,10404.4
17480.0,18271.8
3740.0,5366.8
3380.0,5296.0
10120.0,12318.4
11920.0,9702.2
15000.0,18452.0
20700.0,15445.2
8120.0,9750.0
8120.0,7326.8
22780.0,20634.0
22840.0,20125.0
16680.0,7629.0
10.0,202.8
9560.0,10242.2
18600.0,20309.2
30580.0,22588.2
16740.0,12100.8
9480.0,17499.0
9620.0,13664.2
5640.0,4454.4
10640.0,8187.5
24660.0,24879.0
8420.0,8745.6
18960.0,14301.8
11720.0,10733.6
12680.0,9552.4
1780.0,2544.8
7620.0,11947.88
11200.0,9357.6
12300.0,11464.0
10760.0,6443.85
17280.0,18940.8
21800.0,18424.0
11060.0,9704.8
10360.0,12734.0
5020.0,6196.6
3060.0,10490.2
15560.0,8472.2
4320.0,3837.4
4940.0,11185.2
5720.0,22434.6
19720.0,17151.2
22220.0,13729.0
14320.0,11137.6
9000.0,11054.8
26280.0,20846.6
14740.0,9953.8
11080.0,9681.4
4420.0,12055.8
10320.0,11956.6
6600.0,6086.0
22080.0,24783.8
4740.0,10247.0
21640.0,14972.6
19740.0,20776.2
7660.0,10108.5
11880.0,11142.6
3340.0,3053.4
21320.0,15271.4
6020.0,10093.6
18000.0,13166.9
22820.0,22874.8
25060.0,21272.6
6580.0,6875.75
17160.0,14989.8
24980.0,22945.2
3940.0,5066.4
20260.0,18344.0
15500.0,9946.75
18140.0,17542.0
7280.0,5859.6
12540.0,8194.8
14590.0,8755.38
22460.0,20659.0
11860.0,16122.0
21160.0,13036.6
9020.0,19311.8
7000.0,15711.7
22140.0,21913.2
23020.0,17513.8
32060.0,20289.0
12940.0,13279.2
24800.0,23280.8
14500.0,21412.0
17460.0,16775.2
29120.0,26070.6
15300.0,21670.4
16720.0,14879.0
8460.0,4781.0
3320.0,5248.4
6540.0,5466.0
180.0,159.8
10040.0,9799.4
23560.0,18262.0
7500.0,10371.5
1760.0,4506.8
2120.0,2926.8
11360.0,11922.0
6200.0,16950.6
16220.0,9721.8
5500.0,5664.7
3020.0,11527.6
20860.0,19958.2
7420.0,12985.2
12200.0,12918.4
17260.0,13014.4
6800.0,8401.0
11500.0,6353.3
17960.0,17378.6
5800.0,4584.35
11160.0,10663.2
1440.0,3084.2
15020.0,15408.2
400.0,969.4
13220.0,14963.0
9240.0,10868.8
9560.0,4928.0
12260.0,11181.75
25340.0,22761.4
5960.0,17651.2
25000.0,18744.0
300.0,844.4
8660.0,7656.4
6880.0,11742.5
13040.0,10758.2
0.0,5681.6
17670.0,12076.05
17680.0,28212.4
10680.0,22199.0
25240.0,18573.4
4000.0,8896.0
16540.0,14021.8
10020.0,10553.8
8960.0,10250.2
10640.0,9015.4
3460.0,14106.8
9360.0,7253.6
13720.0,11829.0
21100.0,20634.4
11220.0,12624.8
13400.0,12145.4
7960.0,8861.6
8000.0,9121.8
3780.0,10094.6
17360.0,19292.4
4440.0,14282.4
12500.0,14457.6
7460.0,11150.33
21820.0,13973.6
3720.0,6555.6
13220.0,10145.1
8140.0,10811.6
140.0,84.4
16000.0,17846.4
10820.0,12562.8
6320.0,4344.0
26060.0,20218.2
9460.0,10411.0
11180.0,10468.8
3640.0,21086.0
16840.0,15369.2
22840.0,17985.0
18920.0,19193.4
18740.0,18536.0
11840.0,10246.76
11900.0,19469.8
6720.0,16024.6
21340.0,21311.4
14160.0,14493.2
18660.0,20523.6
13760.0,14904.0
17080.0,20391.8
3860.0,3322.6
5900.0,11147.6
5520.0,9751.6
14500.0,12789.2
6100.0,9392.0
6380.0,7103.4
23020.0,19183.8
19520.0,12879.2
13440.0,11037.56
21860.0,22654.8
23340.0,17697.0
2120.0,3995.2
8500.0,3756.8
15580.0,19513.6
13410.0,11072.6
13780.0,12575.2
9520.0,9526.0
10660.0,22853.4
9660.0,8061.6
16060.0,15904.4
11340.0,9240.0
20560.0,15736.7
6040.0,4817.8
16820.0,19328.8
5740.0,7938.4
23520.0,20090.0
16060.0,14683.2
27200.0,21961.6
13660.0,10192.91
6680.0,5676.2
1000.0,1520.76
14880.0,21019.0
23520.0,21828.6
10640.0,8897.6
11560.0,11065.4
15820.0,12689.0
16960.0,8082.0
21840.0,10705.2
1440.0,2325.7
19240.0,11597.8
10460.0,7661.2
14640.0,16282.6
17840.0,16801.6
10020.0,14275.6
11940.0,12310.8
8640.0,17770.6
20920.0,14754.6
1720.0,280.8
7420.0,10632.2
8020.0,18936.4
12260.0,9614.0
21560.0,22259.6
6720.0,8198.8
2100.0,1534.2
9980.0,7507.2
28820.0,17380.6
26720.0,26498.8
10240.0,9922.4
8240.0,5353.2
4820.0,3487.4
2120.0,3855.8
18660.0,11323.4
4580.0,3573.6
21980.0,19086.6
1900.0,13563.4
12840.0,15721.4
24940.0,20711.8
4820.0,9833.6
2000.0,3251.4
7220.0,8533.6
14260.0,19346.0
7620.0,6201.0
16220.0,17669.2
9600.0,9318.2
13120.0,11415.8
11600.0,10164.8
10640.0,11481.2
7560.0,10463.0
4800.0,5396.0
14900.0,10661.4
29360.0,21951.0
19420.0,20349.2
8680.0,5390.1
14860.0,12226.12
25600.0,18119.6
7960.0,7436.4
13520.0,14608.8
1760.0,3033.4
12460.0,9339.2
7380.0,9171.8
18180.0,19598.2
8720.0,10694.0
2260.0,926.6
8180.0,7179.97
9620.0,10711.8
22320.0,22695.0
23360.0,18457.6
12320.0,10010.8
4480.0,4850.2
4680.0,3790.2
31060.0,20703.8
9920.0,10883.4
18740.0,9774.6
9760.0,7280.0
12820.0,19687.2
11920.0,11892.4
880.0,11920.2
23600.0,16172.4
17360.0,22277.8
5700.0,2931.8
17120.0,13527.8
13460.0,7348.4
6520.0,24909.4
9920.0,10626.4
20580.0,15771.0
4820.0,14330.2
15120.0,13793.2
9740.0,10900.1
21820.0,9390.8
3520.0,3643.68
12540.0,12539.73
17940.0,15487.6
1760.0,5116.6
16060.0,11491.4
24700.0,20828.0
2480.0,2347.0
17780.0,20030.8
12420.0,22312.0
16520.0,15835.8
9200.0,9041.6
20340.0,13839.2
14100.0,12972.8
480.0,1235.0
6940.0,10044.0
9800.0,5249.0
2920.0,2981.2
15520.0,19198.8
20280.0,16880.8
11960.0,8709.0
2520.0,2700.4
5480.0,4993.8
11220.0,11023.0
4160.0,7148.4
5840.0,11049.63
13760.0,9105.2
21880.0,19048.8
13020.0,8239.1
23620.0,19600.0
22340.0,22373.8
24100.0,21710.6
9780.0,14004.1
19660.0,20803.6
6000.0,6182.6
16680.0,17324.2
10300.0,8115.2
16000.0,13780.4
13220.0,14991.6
11720.0,10375.4
11540.0,19720.0
8540.0,5171.6
22280.0,14186.4
25200.0,19550.6
24780.0,14299.4
13600.0,6178.6
9440.0,14483.0
15500.0,12287.3
29380.0,21822.4
8760.0,8902.69
11300.0,17939.2
10160.0,9760.4
17980.0,13911.4
7900.0,12016.13
4260.0,3554.0
4580.0,8331.4
27200.0,19970.4
3040.0,5933.2
13920.0,14396.6
26080.0,16385.6
9780.0,11190.0
4560.0,8584.0
22740.0,19738.2
5620.0,5228.8
24200.0,21393.2
22820.0,18162.4
8560.0,10689.2
3875.0,5544.45
7720.0,7436.8
2600.0,3945.2
11280.0,11100.4
6360.0,6628.2
7420.0,4186.8
7560.0,11093.7
28320.0,21455.6
10140.0,9157.8
10840.0,22209.4
1640.0,1115.5
11440.0,9435.2
11540.0,16995.4
8540.0,4471.0
12780.0,12230.96
21460.0,21342.0
2750.0,4550.0
10900.0,10947.3
4660.0,3651.0
9120.0,14250.8
15240.0,7815.8
14000.0,17996.6
15220.0,12964.2
19260.0,22396.2
16620.0,17060.4
19900.0,16977.0
10200.0,10922.8
11260.0,10110.6
7480.0,11224.6
80.0,115.2
16740.0,13830.6
6240.0,2466.4
7680.0,9122.8
10940.0,14010.2
18660.0,19764.6
14380.0,9892.2
8060.0,8367.8
9680.0,9218.4
5560.0,4877.8
3840.0,5266.8
13140.0,15091.44
3380.0,21020.4
18340.0,20183.4
25320.0,20854.3
2060.0,3213.8
7320.0,7356.2
7520.0,10711.8
